"PostId","Title","Slug","Content","Summary","CategoryId","FeatureImageUrl","HeroImageUrl","ThumbnailUrl","Status","IsPublished","PublishDate","PublishTime","CreatedAt","CreatedBy","UpdatedBy","TitleNorm","SlugNorm"
,"","","2</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ho&agrave;ng Tuấn Đạt</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ho&agrave;n th&agrave;nh tốt nhiệm vụ học tập v&agrave; r&egrave;n luyện năm học 2014-2015 ở lớp 2 trường Nghĩa Đ&ocirc;, quận Cầu Giấy, TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Thu H&agrave;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""204"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""204"" style=""height: 204px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","3</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Nguyễn Ch&iacute; Đức</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ho&agrave;n th&agrave;nh tốt nhiệm vụ học tập v&agrave; r&egrave;n luyện năm học 2014-2015 ở lớp 3 trường Nghĩa Đ&ocirc;, quận Cầu Giấy, TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Thanh Ho&agrave;n&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""170"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""170"" style=""height: 170px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","4</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Đinh Lệnh Tuấn Nghĩa</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh kh&aacute; năm học 2014-2015 ở lớp 7 trường THCS Nghĩa T&acirc;n, quận Cầu Giấy, TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Thanh Huyền&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""187"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""187"" style=""height: 187px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","5</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Tiến Đạt</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh kh&aacute; năm học 2014-2015 ở lớp 6 trường THCS Nguyễn Huệ, huyện Bắc Quang, tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""221"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""221"" style=""height: 221px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","6</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Mai Trang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ho&agrave;n th&agrave;nh tốt nhiệm vụ học tập v&agrave; r&egrave;n luyện năm học 2014-2015 ở lớp 3 trường Tiểu học Nguyễn Tr&atilde;i, TP H&agrave; Giang, tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""102"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""102"" style=""height: 102px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","7</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Tuấn Vũ</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh giỏi lớp 3 trương tiểu học Lộc Vượng, TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""102"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""102"" style=""height: 102px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","8</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương bảo Ngọc</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh giỏi lớp 2 trương tiểu học Lộc Vượng, TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""221"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""221"" style=""height: 221px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Trần Tuấn Hải</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh giỏi lớp 12 trường THPT Trần Văn Lan, huyện Mỹ Lộc, tỉnh Nam Định. Tr&uacute;ng tuyển ĐHSP kỹ thuật Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""100000"">","",,"","",,"",,,"","","","",""
,"","","1.000,000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Ho&agrave;ng Yến</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""136"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""136"" style=""height: 136px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","B&ugrave;i Do&atilde;n Ngọc Linh</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh giỏi lớp 11 trường THPT Trần Văn Lan, huyện Mỹ Lộc, tỉnh Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""100000"">","",,"","",,"",,,"","","","",""
,"","","100.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Ngọc Lan</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""102"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""102"" style=""height: 102px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","11</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","L&ecirc; Hải Việt</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh giỏi lớp 7 ở CHLB Đức</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""100000"">","",,"","",,"",,,"","","","",""
,"","","100.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Hằng, TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""68"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""68"" style=""height: 68px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","12</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Phạm Thị Hồng</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dự th&iacute; Olimpic to&aacute;n THPT tại Singapo</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""3000000"">","",,"","",,"",,,"","","","",""
,"","","3,000,000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Con b&agrave; Dương Thị B&iacute;ch, TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""68"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""68"" style=""height: 68px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","13</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Trần Thị Phương Hoa</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh ti&ecirc;n tiến lớp 8, TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Hải</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""68"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""68"" style=""height: 68px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","14</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Trần Th&agrave;nh Trung</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh ti&ecirc;n tiến lớp 8, TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Nh&agrave;n</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""119"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""119"" style=""height: 119px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","15</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Trần Minh Đức</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ho&agrave;n th&agrave;nh tốt nhiệm vụ học tập v&agrave; r&egrave;n luyện ở lớp 1, TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP Nam Định</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ch&aacute;u ngoại, con b&agrave; Dương Thị Nh&agrave;n</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""119"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""119"" style=""height: 119px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","16</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Ngọc Thủy</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh giỏi lớp 9 trường THPT Nguyễn Tất Th&agrave;nh, TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""100000"">","",,"","",,"",,,"","","","",""
,"","","100.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","TP H&agrave; Nội</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""153"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""153"" style=""height: 153px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","17</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Tiến Thuận</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Học sinh ti&ecirc;n tiến trường THCS Nguyễn Tr&atilde;i, huyện Bắc Quang, tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""221"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""221"" style=""height: 221px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","18</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Diệu Linh</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Ho&agrave;n th&agrave;nh tốt nhiệm vụ học tập v&agrave; r&egrave;n luyện năm học 2014-2015 ở lớp 4 trường Nguyễn Huệ, huyện Bắc Quang, tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""50000"">","",,"","",,"",,,"","","","",""
,"","","50.000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","10</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","I</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""221"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""221"" style=""height: 221px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","19</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Thị Thanh Ch&acirc;m</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","L&agrave; học sinh lớp 11 trường cấp 2/3 T&acirc;n Quang, huyện Bắc Quang, tỉnh H&agrave; Giang giải nh&igrave; cấp tỉnh H&agrave; Giang m&ocirc;n địa</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 79px; text-align: center;"" u1:num=""3000000"">","",,"","",,"",,,"","","","",""
,"","","3,000,000</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","9</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","II</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","&nbsp;</td>","","",,"","",,"",,,"","","","",""
,"","</tr>","","","",,"","",,"",,,"","","","",""
,"","<tr height=""170"">","","","",,"","",,"",,,"","","","",""
,"","","","<td height=""170"" style=""height: 170px; width: 72px; text-align: center;"" u1:num="""">","",,"","",,"",,,"","","","",""
,"","","20</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Dương Thanh T&acirc;m</td>","","",,"","",,"",,,"","","","",""
,"","","","<td style=""width: 72px; text-align: center;"">","",,"","",,"",,,"","","","",""
,"","","Đạt học sinh ti&ecirc;n tiến lớp 8 trường THCS T&acirc;n Quang, huyện Bắc Quang, tỉnh H&agrave; Giang</td>","","",,"","",,"",,,"","","","",""
