Id,Title,Slug,PublishedAt,Category,ImageUrl,Summary
11,DÒNG LƯU TRUYỀN,dong-luu-truyen,2015-05-17 17:53:59.000,Dòng lưu truyền,~/uploads/logo2.png1752015163641.jpg,"Thủy tổ họ Dương Văn di cư từ phương Bắc xuống phía Nam, các cụ sinh được năm con trai và hai người con gái. Về hàng con gái không bề gia thất quy cõi phật phương xa, về hàng con trai chết bốn, còn một, tức là ông tổ của các Chi là con út. Tổ tiên lập nghiệp tại làng Tam Đăng Giáp Một, nay là làng Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định…"
158,DÒNG LƯU TRUYỀN,dong-luu-truyen-2,2015-05-17 17:53:59.000,Dòng lưu truyền,NULL,"Thủy tổ họ Dương Văn di cư từ phương Bắc xuống phía Nam, các cụ sinh được năm con trai và hai người con gái. Về hàng con gái không bề gia thất quy cõi phật phương xa, về hàng con trai chết bốn, còn một, tức là ông tổ của các Chi là con út. Tổ tiên lập nghiệp tại làng Tam Đăng Giáp Một, nay là làng Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định…"
159,Qui định của dòng họ,qui-inh-cua-dong-ho-2,2018-04-01 08:00:00.000,Tộc ước,NULL,"            Điều 1: Theo đúng phong tục Việt Nam: Sau năm đời tống giỗ, hay ""Ngũ đại mai thần chủ"", cao hơn kỵ gọi chung là Tiên tổ thì các chi không cúng giỗ nữa mà rước Tiên tổ các đời vào nhà thờ để mỗi năm dòng họ giỗ hoặc tế một lần.

          - Ngày 13/12/2003 tức ngày 20/11 Quí mùi dòng họ đã tổ chức lễ rước anh linh Thuỷ tổ và các Tiên tổ vào nhà thờ.

            - Như vậy, từ nay khi có thế hệ mới thì dòng họ tổ chức tế lễ rước Tiên tổ của gia đình đó vào nhà thờ, kể cả những vị không có con cháu nối dõ"
12,Qui định của dòng họ,qui-inh-cua-dong-ho,2018-04-01 08:00:00.000,Tộc ước,~/uploads/logo2.png1752015184026.jpg,"Điều 1: Theo đúng phong tục Việt Nam: Sau năm đời tống giỗ, hay ""Ngũ đại mai thần chủ"", cao hơn kỵ gọi chung là Tiên tổ thì các chi không cúng giỗ nữa mà rước Tiên tổ các đời vào nhà thờ để mỗi năm dòng họ giỗ hoặc tế một lần.

          - Ngày 13/12/2003 tức ngày 20/11 Quí mùi dòng họ đã tổ chức lễ rước anh linh Thuỷ tổ và các Tiên tổ vào nhà thờ.

            - Như vậy, từ nay khi có thế hệ mới thì dòng họ tổ chức tế lễ rước Tiên tổ của gia đình đó vào nhà thờ, kể cả những vị không có con cháu nối dõ"
38,Thông báo nâng cấp Website donghoduongvan.com,thong-bao-nang-cap-website-donghoduongvan-com,2015-06-09 20:29:40.000,Bản tin,~/uploads/web-design-1.png962015202940.jpg,"Hiện nay Website donghoduongvan.com đang trong quá trình nâng cấp, tôi đề nghị mọi thành viên đóng góp những ý kiến quí báu để ban biên tập trang Web xây dựng sao cho đẹp, phù hợp với hoạt động của dòng họ trong giai đoạn lịch sử hiện nay và cung cấp những thông tin cần thiết để triển khai thực hiện theo nghị quyết dòng họ tại giỗ tổ năm 2015. Nội dung cụ thể như sau:"
30,Thông báo tin buồn: Ông Dương Tiến Sỹ mất,thong-bao-tin-buon-ong-duong-tien-sy-mat,2015-05-11 14:58:57.000,Bản tin,~/images/logo_www.png,"Ông DƯƠNG TIẾN SỸ - Sinh năm 1967

         Con trai thứ 2 của ông Dương Tiến Sừ, thuộc thế hệ thứ 10 ngành I, do lâm bệnh hiểm nghèo đã tạ thế tại gia đình (Tổ 7 thị trấn Việt Quang, huyện Bắc Quang, tỉnh Hà Giang) vào hồi 11 giờ 50 phút ngày 18/05/2014 (tức ngày 20/4/2014 âm lịch). Hài cốt an táng tại Nghĩa trang Việt Vân, huyện Bắc Quang, tỉnh Hà Giang"
31,Thông báo kế hoạch giỗ tổ năm 2015,thong-bao-ke-hoach-gio-to-nam-2015,2015-05-11 13:09:31.000,Bản tin,~/uploads/10520151554461860.jpg115201513931.jpg,"Ngày đầu của tiết thanh minh năm nay vào ngày 5/4/2015 tức 17/2 Ất mùi cũng là ngày giỗ tổ của dòng họ chúng ta, tôi xin thông báo kế hoạch giỗ tổ năm 2015 có những nội dung cơ bản như sau:

          1.     Lễ tạ mộ: từ 8h -> 9h30’

          2.     Lễ tưởng niệm tại nhà thờ bà Lại Thị Lộc ( mẹ ông Dương phúc Hoàn ), bà Trần Thị Toán ( vợ ông Dương Văn trọng ) và ông Dương Tiến Sỹ: từ 9h30’ -> 9h45’...."
27,Thông báo phát hành gia phả và ra mắt website:donghoduongvan.com,thong-bao-phat-hanh-gia-pha-va-ra-mat-website-donghoduongvan-com,2023-04-05 20:28:29.000,Bản tin,~/uploads/PHONGNEN2_GIUA.png542023202829.jpg,"Thực hiện nghị quyết tại cuộc họp giỗ tổ năm 2013, hôm nay ngày 30/11/2013 ( Quý tỵ ), kỷ niệm một năm ngày về Tiên tổ của người trưởng tộc kính yêu Dương Tiến Sừ, dòng họ chính thức phát hành gửi bản gia phả tới các gia đình và ra mắt Website: donghoduongvan.com trên mạng internet..."
28,Thông báo ông Dương Phúc Hoàn mất,thong-bao-ong-duong-phuc-hoan-mat,2015-05-11 15:00:09.000,Bản tin,~/images/logo_www.png,"Dòng họ xin thông báo tin buồn: Ông Dương Phúc Hoàn sinh năm 1952 thuộc thế hệ thứ bảy ngành III, đã tạ thế tại gia đình hồi 2h50 ngày 02/02/2014 tức 03/01/2014 năm Giáp Ngọ. Hài cốt an táng tại Nghĩa trang thôn Sỏi xã Phúc Thành huyện Lạc Thủy tỉnh Hòa Bình.

             Ông Dương Văn Hải đã thay mặt dòng họ đến phúng viếng và chia buồn cùng gia quyến.Vậy dòng họ thông báo để mọi người biết và chia buồn cùng gia đình."
50,Đôi điều cảm nhận về Website donghoduongvan.com,oi-ieu-cam-nhan-ve-website-donghoduongvan-com,2016-03-05 08:52:49.000,Bản tin,~/uploads/web-design-1.png962015203049.jpg,"Website donghoduongvan.com thuộc bản quyền của dòng họ Dương Văn, thể hiện sự tâm đức của tất cả mọi người trong dòng họ với Tổ tiên và những người thân, là sự kết nối tình cảm của những con người cùng dòng huyết thống đang sống, làm việc trên trái đất này."
52,Kính tặng dòng họ Dương Văn,kinh-tang-dong-ho-duong-van,2015-10-03 08:55:17.000,Bản tin,~/uploads/hoa tim dep21 - 1 (1).jpg962015194052.jpg,"Nhà có Gia Phả cũng như Nước có Sử. Nước không thể không có Sử, thì nhà cũng không thể không có Gia Phả được. Điều này nói lên rằng trên thì không quên Tổ Tiên, dưới thì truyền cho con, cho cháu. Con sông rộng lớn cũng có lúc đầy, lúc vơi, nhưng bao giờ cũng chỉ chảy xuôi một dòng..."
60,Họ Dương Việt Nam và dòng họ Dương Văn,ho-duong-viet-nam-va-dong-ho-duong-van,2016-02-25 22:10:55.000,Bản tin,~/uploads/IMG_9745.JPG236201516319.jpg,"Họ Dương ở Việt Nam đã có từ trước thế kỷ thứ IX. Tuy sinh sống và phát triển tại nhiều địa phương, nhưng các chi nhánh đều cùng chung một nguồn gốc..."
61,Tâm hồn của một người con dâu,tam-hon-cua-mot-nguoi-con-dau,2018-03-18 15:18:52.000,Bản tin,~/uploads/hong_do.jpg256201591036.jpg,"Cháu là con dâu của họ Dương Văn, thuộc đời thứ chín, ngành cả. Dù chưa có dịp được về quê chồng Giỗ tổ - Thanh minh, nhưng..."
88,Thông báo tu sửa nhà thờ,thong-bao-tu-sua-nha-tho,2015-10-08 11:06:46.000,Bản tin,~/uploads/IMG_7043.jpg810201593832.jpg,"Thực hiện nội dung nghị quyết dòng họ tại lễ Giỗ tổ năm 2015, hiện nay Dòng họ đang tiến hành tu bổ, trang trí lần thứ nhất nhà thờ dòng họ và xây tường bao khuôn viên Lăng mộ. Dòng họ thành lập ban tư sửa, tôn tạo nhà thờ, Lăng mộ gồm các ông bà sau:"
89,Tâm sự của một người con gái dòng họ,tam-su-cua-mot-nguoi-con-gai-dong-ho,2015-11-08 21:38:06.000,Bản tin,~/uploads/images.jpg811201575915.jpg,"Là con gái thuộc đời thứ chín, ngành cả của dòng họ Dương Văn, cháu xin có một vài lời chia sẻ cảm nhận và tình cảm của mình về dòng họ."
90,Tin gương sáng trong dòng họ,tin-guong-sang-trong-dong-ho,2015-12-26 21:11:13.000,Bản tin,~/uploads/tải xuống.jpg81120158719.jpg,"Về thành phố Nam Định, nói đến ngành giáo dục-Đào tạo ai cũng biết đến anh Dương Mệnh Tuấn, một người thầy giáo rất tận tụy, tâm huyết,"
174,Thông báo phát hành gia phả và ra mắt website:donghoduongvan.com,thong-bao-phat-hanh-gia-pha-va-ra-mat-website-donghoduongvan-com-2,2023-04-05 20:28:29.000,Bản tin,NULL,"      Thực hiện nghị quyết tại cuộc họp giỗ tổ năm 2013, hôm nay ngày 30/11/2013 ( Quý tỵ ), kỷ niệm một năm ngày về Tiên tổ của người trưởng tộc kính yêu Dương Tiến Sừ, dòng họ chính thức phát hành gửi bản gia phả tới các gia đình và ra mắt Website: donghoduongvan.com trên mạng internet..."
175,Thông báo ông Dương Phúc Hoàn mất,thong-bao-ong-duong-phuc-hoan-mat-2,2015-05-11 15:00:09.000,Bản tin,NULL," Dòng họ xin thông báo tin buồn: Ông Dương Phúc Hoàn sinh năm 1952 thuộc thế hệ thứ bảy ngành III, đã tạ thế tại gia đình hồi 2h50 ngày 02/02/2014 tức 03/01/2014 năm Giáp Ngọ. Hài cốt an táng tại Nghĩa trang thôn Sỏi xã Phúc Thành huyện Lạc Thủy tỉnh Hòa Bình.

             Ông Dương Văn Hải đã thay mặt dòng họ đến phúng viếng và chia buồn cùng gia quyến.Vậy dòng họ thông báo để mọi người biết và chia buồn cùng gia đình."
136,Thông báo dừng tổ chức giỗ tổ năm 2022,thong-bao-dung-to-chuc-gio-to-nam-2022,2022-08-11 16:53:36.000,Bản tin,~/uploads/logo dong ho.png5320222123.jpg,"Vì tình hình hiện nay số ca nhiễm Covid-19 ngày càng tăng ở tất cả các địa phương trong toàn quốc nên hội đồng gia tộc dòng họ Dương văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định năm nay tiếp tục dừng, không tổ chức lễ giỗ tổ tại nhà thờ nữa"
137,Thông báo dừng giỗ tổ năm 2022,thong-bao-dung-gio-to-nam-2022,2022-08-11 19:53:32.000,Bản tin,~/uploads/FH4A4729.JPG1182022195332.jpg,"Vì tình hình hiện nay số ca nhiễm Covid-19 ngày càng tăng ở tất cả các địa phương trong toàn quốc nên hội đồng gia tộc dòng họ Dương văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định năm nay tiếp tục dừng, không tổ chức lễ giỗ tổ tại nhà thờ nữa."
140,Thông báo lễ giô tổ năm 2023,thong-bao-le-gio-to-nam-2023,2023-04-02 12:08:31.000,Bản tin,~/uploads/logo dong ho.png293202322311.jpg,"Lễ giỗ tổ năm 2023 sẽ tổ chức vào thứ 4 ngày 5 tháng 4 năm 2023. (Tức ngày 15/2 âm lịch) đúng như lời truyền trong gia phả là hằng năm dòng họ tổ chức lễ giỗ tổ vào ngày đầu tiên của tiết thanh minh, các con cháu nên có mặt đông đủ."
141,Giấy mời,giay-moi,2023-04-02 12:21:34.000,Bản tin,~/uploads/PHONGNEN2.png242023101533.jpg,"Dòng họ Dương Văn đề nghị các ông đại diện ở các địa phương, người thân của ông (bà) trên thay mặt dòng họ chuyển lời mời này và tạo mọi điều kiện để ông (bà) đến dự. Đề nghị ông đại diện thông báo số người đến dự cho ông Dương Ngọc Tiến trước ngày 14 tháng 2 âm lịch."
142,Báo cáo tình hình thực hiện ba năm 2020-2022 và kế hoạch năm 2023,bao-cao-tinh-hinh-thuc-hien-ba-nam-2020-2022-va-ke-hoach-nam-2023,2023-04-08 11:29:19.000,Bản tin,~/uploads/FH4A1972.JPG842023112919.jpg,"Nhìn lại tình hình khó khăn ba năm đã qua và cần triển khai một số nội dung từ năm 2023. Thay mặt hội đồng gia tộc, tôi xin báo cáo nột số điểm như sau:"
144,Thông báo giỗ tổ năm 2024,thong-bao-gio-to-nam-2024,2024-03-13 22:27:28.000,Bản tin,~/uploads/a.jpg133202421391.jpg,"Thay mặt hội đồng gia tộc, tôi thông báo lễ giỗ tổ năm 2024 sẽ tổ chức vào thứ bảy ngày 6 tháng 4 năm 2024. (Tức ngày 28/2 âm lịch) sau một ngày với ngày đầu tiên của tiết thanh minh. Đề nghị mọi người thuộc con cháu (cả dâu, cả rể) thuộc dòng họ Dương Văn ở thôn Dương hồi về dự đông đủ."
145,Báo cáo tổng kết năm 2023 và những nội dung triển khai từ năm 2024,bao-cao-tong-ket-nam-2023-va-nhung-noi-dung-trien-khai-tu-nam-2024,2024-04-08 16:47:57.000,Bản tin,~/uploads/aaaaaaaaaaaaaaaaaaa.jpg84202492318.jpg,"Năm nay là năm đầu tiên chúng ta tổ chức giỗ tổ sau một ngày so với qui định vào thứ bảy, ngày mùng 6 tháng tư năm 2024 tức ngày 29 tháng 2 năm Giáp thìn 2024. Dòng họ ta vừa làm lễ tưởng niệm những người đã mất, lễ chúc thọ các bậc cao niên, lễ vinh danh những người con ưu tú, còn bây giờ đến phần đánh giá tình hình hoạt động của dòng họ năm 2023 và những việc triển khai từ năm 2024. Thay mặt hội đồng gia tộc, tôi xin báo cáo nột số điểm như sau:"
146,"Cử đại diện dòng họ tại tỉnh Hà Giang, TP Hà Nội",cu-ai-dien-dong-ho-tai-tinh-ha-giang-tp-ha-noi,2024-08-25 19:48:12.000,Bản tin,~/uploads/voh-dong-ho-lon-nhat-viet-nam-2.jpg238202415466.jpg,"Căn cứ vào tình hình hiện nay và được sự đồng thuận của những người có tâm đức, ý thức nhiệt tình mong muốn dòng họ ngày càng phát triển. Hội đồng gia tộc họ Dương Văn cử các ông đại diện dòng họ ở địa phương tỉnh Hà Giang, TP Hà Nội kể từ ngày hôm nay, như sau:

"
147,Điều chỉnh thay đổi ngày lễ giỗ tổ và...,ieu-chinh-thay-oi-ngay-le-gio-to-va,2025-02-21 20:52:47.000,Bản tin,~/uploads/117144.jpg2122025101130.jpg,"Tại hội nghị buổi lễ giỗ tổ năm 2023 ngày 06 tháng 4 năm 2024, dòng họ đã bàn, thống nhất điều chỉnh thay đỗi ngày lễ giỗ tổ ghi trong gia phả và triền khai một số nội dung cơ bản thực hiện từ năm 2024, cụ thể như sau:"
148,Thông báo lễ giỗ tổ năm 2025,thong-bao-le-gio-to-nam-2025,2025-03-06 19:56:17.000,Bản tin,~/uploads/5320168491logo dong ho.png63202571533.jpg,"Thay mặt hội đồng gia tộc, tôi thông báo lễ giỗ tổ năm 2025 của dòng họ tổ chức vào chủ nhật, ngày 6 tháng 4 năm 2025. (Tức ngày 9/3 âm lịch). Nội dung và thời gian buổi lễ, cụ thể như sau:"
150,"Báo cáo tổng kết năm 2024, kế hoạch năm 2025",bao-cao-tong-ket-nam-2024-ke-hoach-nam-2025,2025-04-27 14:40:33.000,Bản tin,~/uploads/z6479419626563_8e2775b97446ec6d117972e4a5050149.jpg2642025171550.jpg,"Buổi lễ giỗ tổ vào ngày hôm nay là năm đầu tiên dòng họ điều chỉnh một nội dung ghi trong gia phả., đó là từ nay lễ giỗ tổ hằng năm sẽ tổ chức vào ngày chủ nhật, tuần đầu tiên của tiết thanh minh."
151,Thay đổi thành viên HĐGT và thư ký Ban khuyến học,thay-oi-thanh-vien-h-gt-va-thu-ky-ban-khuyen-hoc,2025-05-05 16:46:50.000,Bản tin,~/uploads/tải xuống (1).jpg55202515640.jpg,"Vừa qua Hội đồng gia tộc (HĐGT) đã tổ chức họp bàn, thống nhất về việc bổ sung thành viên HĐGT và thư ký Ban khuyến học dòng họ cụ thể như sau:"
152,Tâm nguyện,tam-nguyen,2025-05-25 18:48:32.000,Bản tin,~/uploads/HINH ANH CHU TAM.jpg2352025165419.jpg,"Dòng họ Dương Văn chúng ta đã trải qua bao nhiêu thời kỳ lịch sử , có nhiều dấu ấn và những dấu tích để lại vẫn còn như ở đền thờ vua Đinh ở trong làng thôn Dương Hồi , trải qua các thời kỳ lich sử khác nhau từ thời vua Đinh Tiên Hoàng thống nhất giang sơn cũng có cha ông chúng ta những người con mang dòng họ Dương Văn tại làng thôn Dương Hồi"
153,"Dòng họ đi thăm các gia đình ở tỉnh Nam Định, Thanh Hóa, Lạng Sơn",dong-ho-i-tham-cac-gia-inh-o-tinh-nam-inh-thanh-hoa-lang-son,2025-06-07 15:56:16.000,Bản tin,~/uploads/Screenshot 2025-06-07 105120.png762025155616.jpg,"Sáng ngày 30 tháng 5 năm 2025, đoàn dòng họ đến thăm các gia đình ở thành phố Nam Định. Đoàn có 13 người, trong đó 4 người trong hội đồng gia tộc và 9 thành viên."
102,Báo cáo đánh giá hoạt động năm 2015 và kế hoạch năm 2016,bao-cao-anh-gia-hoat-ong-nam-2015-va-ke-hoach-nam-2016,2016-05-06 15:30:29.000,Bản tin,~/uploads/FH4A5195.JPG2842016155913.jpg,"Đầu xuân năm mới thay mặt dòng họ tôi nhiệt liệt chào mừng toàn thể các thành viên là những người con cháu của dòng họ Dương Văn ở các vùng miền trên cả nước về dự lễ giỗ tổ năm 2016. Kính chúc toàn thể mọi người một năm mới sức khỏe, hạnh phúc và thành công."
103,Thông báo Hội đồng gia tộc,thong-bao-hoi-ong-gia-toc,2016-05-06 15:15:34.000,Bản tin,~/uploads/PHONGNEN2.png65201692359.jpg,"Căn cứ vào nội dung tại cuộc họp giỗ tổ năm 2016 ngày 2 tháng 4 năm 2016, dòng họ thông báo hội đồng gia tộc dòng họ Dương Văn như sau:"
104,"Mảnh đất thiêng liêng ""Nam Định""",manh-at-thieng-lieng-nam-inh,2016-07-13 15:58:57.000,Bản tin,~/uploads/images (1).jpg1372016155453.jpg,"Tôi, người con gái của của một dòng họ cao quý “ Dương Văn”. “Dương Văn” là họ và tên đệm của một người cách đây hơn 200 năm về trước từ nơi xa đến sinh cơ, lập nghiệp tại làng Tam Đăng Giáp Một, chính là thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định ngày nay"
98,Họ Dương Việt Nam lễ hội mùa xuân năm 2016,ho-duong-viet-nam-le-hoi-mua-xuan-nam-2016,2016-03-04 16:45:46.000,Bản tin,~/uploads/Untitled.png432016101941.jpg,"Hằng năm, sau tết nguyên đán, Họ Dương Việt Nam đều tổ chức lễ hội mừng xuân, mừng Đảng. Năm nay từ ngày 19 đến 21/2, hơn 1 vạn người dân Dòng Họ Dương Việt Nam trên cả nước và nước ngoài đã hội tụ tại tỉnh Bắc Ninh dự lễ hội mùa xuân của Dòng họ Dương Việt Nam năm 2016."
99,Thông báo giỗ tổ năm 2016,thong-bao-gio-to-nam-2016,2016-03-08 11:43:09.000,Bản tin,~/uploads/logo dong ho.png63201621712.jpg,"Trân trọng kính mời các ông, bà thành đạt trong học tập, có bằng cấp cao và những người chưa phát quà đợt 1 (theo danh sách tặng thưởng, tặng quà năm 2015 đăng trên mục khuyến học tại website donghoduongvan.com) về dự để dòng họ làm lễ vinh danh và trao quà đợt 2 (thông báo này thay cho giấy mời)."
111,Thông báo giỗ tổ năm 2017,thong-bao-gio-to-nam-2017,2017-03-19 10:22:09.000,Bản tin,~/uploads/FH4A5291.JPG193201710214.jpg,"Thể theo ước nguyện của mọi người nên hội đồng gia tộc thống nhất quyết định tổ chức giỗ tổ năm 2017 sớm hơn với qui ước hai ngày, nghĩa là ngày giỗ tổ năm 2017 sẽ tổ chức vào chủ nhật, ngày 2/4/2017 ( Tức ngày mùng 6 tháng 3 âm lịch)."
113,Báo cáo hoạt động năm 2016 và hoạt động năm 2017,bao-cao-hoat-ong-nam-2016-va-hoat-ong-nam-2017,2017-04-05 09:51:49.000,Bản tin,~/uploads/17426399_278823019240699_1283753752850266609_n (1).jpg342017152754.jpg,"Hôm nay ngày 2/4/2017 tức ngày 6 tháng 3 âm lịch, những người con của dòng họ chúng ta ở quê hương, ở các vùng miền trên cả nước có mặt tại ngôi nhà thờ tổ của mình để thắp nhang tế lễ, để trao đổi bàn bạc công việc, trao đổi tình cảm với nhau…Thay mặt dòng họ tôi nhiệt liệt chào mừng, kính chúc toàn thể mọi người một năm mới sức khỏe, hạnh phúc và thành công."
117,Thông báo giỗ tổ năm 2018,thong-bao-gio-to-nam-2018,2018-04-02 15:08:07.000,Bản tin,~/uploads/FH4A1226.JPG173201818504.jpg,"Thể theo nguyện vọng của mọi người nên hội đồng gia tộc dòng họ đã thống nhất tổ chức giỗ tổ năm nay lùi sau 2 ngày so với ngày đầu của tiết thanh minh, nghĩa là ngày Giỗ tổ năm 2018 sẽ tổ chức vào bảy ngày 7/4/2016 ( Tức ngày 22/02 âm lịch)."
119,Báo cáo thực hiện năm 2017 và nội dung cần làm từ năm 2018,bao-cao-thuc-hien-nam-2017-va-noi-dung-can-lam-tu-nam-2018,2018-05-25 20:42:14.000,Bản tin,~/uploads/FH4A1134.JPG255201894718.jpg,"Kể từ ngày giỗ tổ năm 2017 đến  nay đã tròn một năm và hôm nay ngày 7/4/2018 tức 22/2 mậu tuất những người con của dòng họ Dương Văn chúng ta ở quê hương, ở tỉnh Hà Giang, tỉnh Lạng Sơn, tỉnh Thanh Hóa, tỉnh Hòa Bình, tỉnh Ninh Bình, thành phố Nam Định và thành phố Hà Nội lại về đây, về nơi cội nguồn gia tộc để thắp nhang tưởng nhớ anh linh các vị tiên tổ, để được thể hiện lòng hiếu thảo nhớ ơn các đấng sinh thành, để được biểu lộ tình cảm của mình “Uống nước nhớ nguồn”"
120,Thông báo danh sách những người đại diện các địa phương,thong-bao-danh-sach-nhung-nguoi-ai-dien-cac-ia-phuong,2018-05-28 07:59:58.000,Bản tin,~/uploads/FH4A0819.jpg28520187511.jpg,"Căn cứ vào nghị quyết tại cuộc họp giỗ tổ năm 2018 ngày 7 tháng 4 năm 2018, hội đồng gia tộc dòng họ Dương Văn quyết định đồng thời thông báo danh sách những người đại diện ở các địa phương và nội dung hoạt động như sau:"
127,Thông báo lễ giỗ tổ năm 2019,thong-bao-le-gio-to-nam-2019,2019-04-02 16:09:30.000,Bản tin,~/uploads/topca2.jpg3032019151438.jpg,"Ngày đầu của tiết thanh minh năm nay vào ngày mùng 5 tháng 4 năm 2019, đó là ngày thứ 6 nên sẽ khó khăn cho nhiều người đang làm việc ở các cơ quan, đoàn thể muốn về giỗ tổ. Thể theo ước nguyện của mọi người và được sự đồng thuận của Hội đồng gia tộc nên dòng họ quyết định giỗ tổ năm 2019 lùi hơn với quy ước một ngày, nghĩa là giỗ tổ năm 2019 sẽ tổ chức vào thứ 7 ngày 6/4/2019 (Tức ngày 02/3 âm lịch)"
130,"Thông báo dừng, không tổ chức giỗ tổ năm 2020",thong-bao-dung-khong-to-chuc-gio-to-nam-2020,2020-03-25 08:42:56.000,Bản tin,~/uploads/logo dong ho.png253202084153.jpg,"Chấp hành các văn bản của đảng, nhà nước về phòng chống dịch Covid, hội đồng gia tộc dòng họ Dương văn quyết định dừng, không tổ chức lễ giỗ tổ năm 2020. Công việc giỗ tổ năm nay do hội đồng gia tộc thực hiện. Vậy thông báo tới toàn thể mọi người trong dòng họ biết, nghiêm túc thực hiện, thanh minh năm nay không ai được về nhà thờ làm lễ nữa (kể cả việc riêng của gia đình, cá nhân…)."
131,Những người thổi hồn vào gỗ lũa Ngọc am Hà Giang,nhung-nguoi-thoi-hon-vao-go-lua-ngoc-am-ha-giang,2020-04-25 10:46:31.000,Bản tin,~/uploads/534ad42d796a8334da7b.jpg154202010104.jpg,"Hiện nay trên thị trường có rất nhiều sản phẩm về gỗ lũa Ngọc am nhưng cũng có lẽ còn rất nhiều người chưa hiểu hết được nguồn gốc, tên gọi và ai là người đầu tiên khám phá, những người nào đã, đang thổi hồn vào vật liệu quí này để chế tác thành những sản phẩm độc đáo, tinh túy phục vụ cuộc sống, cho những người yêu thẩm mỹ, những người có trình độ hiểu biết, những người đậm nét tâm linh…"
185,Thông báo nâng cấp Website donghoduongvan.com,thong-bao-nang-cap-website-donghoduongvan-com-2,2015-06-09 20:29:40.000,Bản tin,NULL,"   Hiện nay Website donghoduongvan.com đang trong quá trình nâng cấp, tôi đề nghị mọi thành viên đóng góp những ý kiến quí báu để ban biên tập trang Web xây dựng sao cho đẹp, phù hợp với hoạt động của dòng họ trong giai đoạn lịch sử hiện nay và cung cấp những thông tin cần thiết để triển khai thực hiện theo nghị quyết dòng họ tại giỗ tổ năm 2015. Nội dung cụ thể như sau:"
177,Thông báo tin buồn: Ông Dương Tiến Sỹ mất,thong-bao-tin-buon-ong-duong-tien-sy-mat-2,2015-05-11 14:58:57.000,Bản tin,NULL,"Ông DƯƠNG TIẾN SỸ - Sinh năm 1967

         Con trai thứ 2 của ông Dương Tiến Sừ, thuộc thế hệ thứ 10 ngành I, do lâm bệnh hiểm nghèo đã tạ thế tại gia đình (Tổ 7 thị trấn Việt Quang, huyện Bắc Quang, tỉnh Hà Giang) vào hồi 11 giờ 50 phút ngày 18/05/2014 (tức ngày 20/4/2014 âm lịch). Hài cốt an táng tại Nghĩa trang Việt Vân, huyện Bắc Quang, tỉnh Hà Giang"
178,Thông báo kế hoạch giỗ tổ năm 2015,thong-bao-ke-hoach-gio-to-nam-2015-2,2015-05-11 13:09:31.000,Bản tin,NULL,"  Ngày đầu của tiết thanh minh năm nay vào ngày 5/4/2015 tức 17/2 Ất mùi cũng là ngày giỗ tổ của dòng họ chúng ta, tôi xin thông báo kế hoạch giỗ tổ năm 2015 có những nội dung cơ bản như sau:

          1.     Lễ tạ mộ: từ 8h -> 9h30’

          2.     Lễ tưởng niệm tại nhà thờ bà Lại Thị Lộc ( mẹ ông Dương phúc Hoàn ), bà Trần Thị Toán ( vợ ông Dương Văn trọng ) và ông Dương Tiến Sỹ: từ 9h30’ -> 9h45’...."
197,Đôi điều cảm nhận về Website donghoduongvan.com,oi-ieu-cam-nhan-ve-website-donghoduongvan-com-2,2016-03-05 08:52:49.000,Bản tin,NULL,"Website donghoduongvan.com thuộc bản quyền của dòng họ Dương Văn, thể hiện sự tâm đức của tất cả mọi người trong dòng họ với Tổ tiên và những người thân, là sự kết nối tình cảm của những con người cùng dòng huyết thống đang sống, làm việc trên trái đất này."
134,Thông báo không tổ chức giỗ tổ năm 2021,thong-bao-khong-to-chuc-gio-to-nam-2021,2021-03-02 11:40:07.000,Bản tin,~/uploads/PHONGNEN2_trai.png23202111408.jpg,"Để thực hiện nghiêm túc chủ trương, đường lối của đảng, nhà nước về phòng chống dịch Covid nên hội đồng gia tộc dòng họ Dương văn thôn Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định quyết định năm 2021 không tổ chức giỗ tổ tại nhà thờ như thường lệ hàng năm."
199,Kính tặng dòng họ Dương Văn,kinh-tang-dong-ho-duong-van-2,2015-10-03 08:55:17.000,Bản tin,NULL,"  Nhà có Gia Phả cũng như Nước có Sử. Nước không thể không có Sử, thì nhà cũng không thể không có Gia Phả được. Điều này nói lên rằng trên thì không quên Tổ Tiên, dưới thì truyền cho con, cho cháu. Con sông rộng lớn cũng có lúc đầy, lúc vơi, nhưng bao giờ cũng chỉ chảy xuôi một dòng..."
207,Họ Dương Việt Nam và dòng họ Dương Văn,ho-duong-viet-nam-va-dong-ho-duong-van-2,2016-02-25 22:10:55.000,Bản tin,NULL,"Họ Dương ở Việt Nam đã có từ trước thế kỷ thứ IX. Tuy sinh sống và phát triển tại nhiều địa phương, nhưng các chi nhánh đều cùng chung một nguồn gốc..."
